,Company,Year,Number of CSA Articles,Scaled Number of CSA Articles,Normalized Scaled Number of CSA Articles
9872,target corp,1981.0,0.0,,
9873,target corp,1982.0,0.0,,
9874,target corp,1983.0,0.0,,
9875,target corp,1984.0,0.0,,
9876,target corp,1985.0,0.0,,
9877,target corp,1986.0,0.0,,
9878,target corp,1987.0,0.0,,
9879,target corp,1988.0,0.0,0.0,
9880,target corp,1989.0,0.0,,
9881,target corp,1990.0,0.0,0.0,
9882,target corp,1991.0,0.0,0.0,
9883,target corp,1992.0,0.0,0.0,
9884,target corp,1993.0,0.0,,
9885,target corp,1994.0,0.0,,
9886,target corp,1995.0,0.0,,
9887,target corp,1996.0,0.0,0.0,
9888,target corp,1997.0,0.0,0.0,
9889,target corp,1998.0,0.0,0.0,
9890,target corp,1999.0,0.0,0.0,
9891,target corp,2000.0,0.0,0.0,
9892,target corp,2001.0,0.0,0.0,
9893,target corp,2002.0,0.0,0.0,
9894,target corp,2003.0,0.0,0.0,
9895,target corp,2004.0,0.0,0.0,
9896,target corp,2005.0,0.0,0.0,
9897,target corp,2006.0,0.0,0.0,
9898,target corp,2007.0,0.0,0.0,
9899,target corp,2008.0,0.0,0.0,
9900,target corp,2009.0,0.0,0.0,
9901,target corp,2010.0,0.0,0.0,
9902,target corp,2011.0,0.0,0.0,
9903,target corp,2012.0,0.0,0.0,
9904,target corp,2013.0,0.0,0.0,
9905,target corp,2014.0,0.0,0.0,
9906,target corp,2015.0,0.0,0.0,
9907,target corp,2016.0,0.0,0.0,
9908,target corp,2017.0,0.0,0.0,
9909,target corp,2018.0,0.0,0.0,
9910,target corp,2019.0,0.0,0.0,
9911,target corp,2020.0,0.0,0.0,
9912,target corp,2021.0,0.0,0.0,
9913,target corp,2022.0,0.0,0.0,
9914,deere & co,1980.0,0.0,0.0,0.0
9915,deere & co,1981.0,0.0,0.0,0.0
9916,deere & co,1982.0,0.0,0.0,0.0
9917,deere & co,1983.0,0.0,0.0,0.0
9918,deere & co,1984.0,0.0,0.0,0.0
9919,deere & co,1985.0,0.0,0.0,0.0
9920,deere & co,1990.0,0.0,0.0,0.0
9921,deere & co,1993.0,0.0,0.0,0.0
9922,deere & co,1997.0,0.0,0.0,0.0
9923,delta air lines inc,1980.0,0.0,0.0,0.0
9924,delta air lines inc,1982.0,0.0,0.0,0.0
9925,delta air lines inc,1983.0,0.0,0.0,0.0
9926,delta air lines inc,1984.0,0.0,0.0,0.0
9927,delta air lines inc,1985.0,0.0,0.0,0.0
9928,delta air lines inc,1987.0,0.0,0.0,0.0
9929,delta air lines inc,1995.0,0.0,0.0,0.0
9930,dte energy co,1980.0,0.0,,
9931,dte energy co,1981.0,0.0,,
9932,dte energy co,1982.0,0.0,,
9933,dte energy co,1983.0,0.0,,
9934,dte energy co,1984.0,0.0,,
9935,dte energy co,1985.0,0.0,,
9936,dte energy co,1986.0,0.0,,
9937,dte energy co,1987.0,0.0,,
9938,dte energy co,1988.0,0.0,,
9939,dte energy co,1989.0,0.0,,
9940,dte energy co,1990.0,0.0,,
9941,dte energy co,1991.0,0.0,,
9942,dte energy co,1992.0,0.0,,
9943,dte energy co,1993.0,0.0,,
9944,dte energy co,1994.0,0.0,,
9945,dte energy co,1995.0,0.0,,
9946,dte energy co,1996.0,0.0,0.0,
9947,dte energy co,1997.0,0.0,0.0,
9948,dte energy co,1998.0,0.0,0.0,
9949,dte energy co,1999.0,0.0,0.0,
9950,dte energy co,2000.0,0.0,0.0,
9951,dte energy co,2001.0,0.0,0.0,
9952,dte energy co,2002.0,0.0,0.0,
9953,dte energy co,2003.0,0.0,0.0,
9954,dte energy co,2004.0,0.0,0.0,
9955,dte energy co,2005.0,0.0,0.0,
9956,dte energy co,2006.0,0.0,0.0,
9957,dte energy co,2007.0,0.0,0.0,
9958,dte energy co,2008.0,0.0,0.0,
9959,dte energy co,2009.0,0.0,0.0,
9960,dte energy co,2010.0,0.0,0.0,
9961,dte energy co,2011.0,0.0,0.0,
9962,dte energy co,2012.0,0.0,0.0,
9963,dte energy co,2013.0,0.0,0.0,
9964,dte energy co,2014.0,0.0,0.0,
9965,dte energy co,2015.0,0.0,0.0,
9966,dte energy co,2016.0,0.0,0.0,
9967,dte energy co,2017.0,0.0,0.0,
9968,dte energy co,2018.0,0.0,0.0,
9969,dte energy co,2019.0,0.0,0.0,
9970,dte energy co,2020.0,0.0,0.0,
9971,dte energy co,2021.0,0.0,0.0,
9972,dte energy co,2022.0,0.0,0.0,
9973,disney (walt) co,1980.0,0.0,0.0,0.0
9974,disney (walt) co,1982.0,0.0,0.0,0.0
9975,disney (walt) co,1983.0,0.0,0.0,0.0
9976,disney (walt) co,1984.0,0.0,0.0,0.0
9977,disney (walt) co,2023.0,0.0,0.0,0.0
9978,dollar general corp,1980.0,0.0,,
9979,dollar general corp,1981.0,0.0,0.0,0.0
9980,dollar general corp,1982.0,0.0,,
9981,dollar general corp,1983.0,0.0,,
9982,dollar general corp,1984.0,0.0,0.0,0.0
9983,dollar general corp,1985.0,0.0,0.0,0.0
9984,dollar general corp,1986.0,0.0,0.0,0.0
9985,dollar general corp,1987.0,0.0,0.0,0.0
9986,dollar general corp,1989.0,0.0,0.0,0.0
9987,dollar general corp,1990.0,0.0,0.0,0.0
9988,dollar general corp,1991.0,0.0,0.0,0.0
9989,dollar general corp,1992.0,0.0,0.0,0.0
9990,dollar general corp,1993.0,0.0,0.0,0.0
9991,dollar general corp,1995.0,0.0,0.0,0.0
9992,dollar general corp,1997.0,0.0,0.0,0.0
9993,dollar general corp,1998.0,0.0,0.0,0.0
9994,dollar general corp,1999.0,0.0,0.0,0.0
9995,dollar general corp,2000.0,0.0,0.0,0.0
9996,dollar general corp,2001.0,0.0,0.0,0.0
9997,dollar general corp,2002.0,0.0,0.0,0.0
9998,dollar general corp,2003.0,0.0,0.0,0.0
9999,dollar general corp,2004.0,0.0,0.0,0.0
10000,dollar general corp,2005.0,0.0,0.0,0.0
10001,dollar general corp,2006.0,0.0,0.0,0.0
10002,dollar general corp,2007.0,0.0,0.0,0.0
10003,dominion energy inc,1980.0,0.0,,
10004,dominion energy inc,1981.0,0.0,,
10005,dominion energy inc,1982.0,0.0,,
10006,dominion energy inc,1983.0,0.0,,
10007,dominion energy inc,1984.0,0.0,,
10008,dominion energy inc,1985.0,0.0,,
10009,dominion energy inc,1986.0,0.0,,
10010,dominion energy inc,1987.0,0.0,0.0,
10011,dominion energy inc,1988.0,0.0,,
10012,dominion energy inc,1989.0,0.0,,
10013,dominion energy inc,1990.0,0.0,,
10014,dominion energy inc,1991.0,0.0,,
10015,dominion energy inc,1992.0,0.0,,
10016,dominion energy inc,1993.0,0.0,0.0,
10017,dominion energy inc,1994.0,0.0,0.0,
10018,dominion energy inc,1995.0,0.0,0.0,
10019,dominion energy inc,1996.0,0.0,,
10020,dominion energy inc,1997.0,0.0,0.0,
10021,dominion energy inc,1998.0,0.0,0.0,
10022,dominion energy inc,1999.0,0.0,0.0,
10023,dominion energy inc,2000.0,0.0,0.0,
10024,dominion energy inc,2001.0,0.0,0.0,
10025,dominion energy inc,2002.0,0.0,0.0,
10026,dominion energy inc,2003.0,0.0,0.0,
10027,dominion energy inc,2004.0,0.0,0.0,
10028,dominion energy inc,2005.0,0.0,0.0,
10029,dominion energy inc,2006.0,0.0,0.0,
10030,dominion energy inc,2007.0,0.0,0.0,
10031,dominion energy inc,2008.0,0.0,0.0,
10032,dominion energy inc,2009.0,0.0,0.0,
10033,dominion energy inc,2010.0,0.0,0.0,
10034,dominion energy inc,2011.0,0.0,0.0,
10035,dominion energy inc,2012.0,0.0,0.0,
10036,dominion energy inc,2013.0,0.0,0.0,
10037,dominion energy inc,2014.0,0.0,0.0,
10038,dominion energy inc,2015.0,0.0,0.0,
10039,dominion energy inc,2016.0,0.0,0.0,
10040,dominion energy inc,2017.0,0.0,0.0,
10041,dominion energy inc,2018.0,0.0,0.0,
10042,dominion energy inc,2019.0,0.0,0.0,
10043,dominion energy inc,2020.0,0.0,0.0,
10044,dominion energy inc,2021.0,0.0,0.0,
10045,dominion energy inc,2022.0,0.0,0.0,
10046,dover corp,1980.0,0.0,0.0,0.0
10047,dover corp,1981.0,0.0,0.0,0.0
10048,dover corp,1982.0,0.0,0.0,0.0
10049,omnicom group inc,1980.0,0.0,,
10050,omnicom group inc,1981.0,0.0,,
10051,omnicom group inc,1982.0,0.0,,
10052,omnicom group inc,1983.0,0.0,,
10053,omnicom group inc,1984.0,0.0,,
10054,omnicom group inc,1985.0,0.0,,
10055,omnicom group inc,1986.0,0.0,0.0,0.0
10056,omnicom group inc,1987.0,0.0,0.0,0.0
10057,omnicom group inc,1988.0,0.0,0.0,0.0
10058,omnicom group inc,1989.0,0.0,0.0,0.0
10059,omnicom group inc,1991.0,0.0,0.0,0.0
10060,omnicom group inc,1992.0,0.0,0.0,0.0
10061,omnicom group inc,1993.0,0.0,0.0,0.0
10062,omnicom group inc,1994.0,0.0,0.0,0.0
10063,omnicom group inc,1995.0,0.0,0.0,0.0
10064,omnicom group inc,1997.0,0.0,0.0,0.0
10065,omnicom group inc,1998.0,0.0,0.0,0.0
10066,omnicom group inc,1999.0,0.0,0.0,0.0
10067,omnicom group inc,2000.0,0.0,0.0,0.0
10068,omnicom group inc,2020.0,0.0,0.0,0.0
10069,omnicom group inc,2022.0,0.0,0.0,0.0
10070,duke energy corp,1980.0,0.0,,
10071,duke energy corp,1981.0,0.0,,
10072,duke energy corp,1982.0,0.0,,
10073,duke energy corp,1983.0,0.0,,
10074,duke energy corp,1984.0,0.0,,
10075,duke energy corp,1985.0,0.0,,
10076,duke energy corp,1986.0,0.0,0.0,
10077,duke energy corp,1987.0,0.0,0.0,
10078,duke energy corp,1988.0,0.0,,
10079,duke energy corp,1989.0,0.0,0.0,
10080,duke energy corp,1990.0,0.0,0.0,
10081,duke energy corp,1991.0,0.0,0.0,
10082,duke energy corp,1992.0,0.0,0.0,
10083,duke energy corp,1993.0,0.0,0.0,
10084,duke energy corp,1994.0,0.0,0.0,
10085,duke energy corp,1995.0,0.0,0.0,
10086,duke energy corp,1996.0,0.0,0.0,
10087,duke energy corp,1997.0,0.0,0.0,
10088,duke energy corp,1998.0,0.0,0.0,
10089,duke energy corp,1999.0,0.0,0.0,
10090,duke energy corp,2000.0,0.0,0.0,
10091,duke energy corp,2001.0,0.0,0.0,
10092,duke energy corp,2002.0,0.0,0.0,
10093,duke energy corp,2003.0,0.0,0.0,
10094,duke energy corp,2004.0,0.0,0.0,
10095,duke energy corp,2005.0,0.0,0.0,
10096,duke energy corp,2006.0,0.0,0.0,
10097,duke energy corp,2007.0,0.0,0.0,
10098,duke energy corp,2008.0,0.0,0.0,
10099,duke energy corp,2009.0,0.0,0.0,
10100,duke energy corp,2010.0,0.0,0.0,
10101,duke energy corp,2011.0,0.0,0.0,
10102,duke energy corp,2012.0,0.0,0.0,
10103,duke energy corp,2013.0,0.0,0.0,
10104,duke energy corp,2014.0,0.0,0.0,
10105,duke energy corp,2015.0,0.0,0.0,
10106,duke energy corp,2016.0,0.0,0.0,
10107,duke energy corp,2017.0,0.0,0.0,
10108,duke energy corp,2018.0,0.0,0.0,
10109,duke energy corp,2019.0,0.0,0.0,
10110,duke energy corp,2020.0,0.0,0.0,
10111,duke energy corp,2021.0,0.0,0.0,
10112,duke energy corp,2022.0,0.0,0.0,
10113,ecolab inc,1980.0,0.0,,
10114,ecolab inc,1981.0,0.0,,
10115,ecolab inc,1982.0,0.0,,
10116,ecolab inc,1983.0,0.0,,
10117,ecolab inc,1984.0,0.0,,
10118,ecolab inc,1985.0,0.0,,
10119,ecolab inc,1986.0,0.0,0.0,0.0
10120,ecolab inc,1987.0,0.0,0.0,0.0
10121,ecolab inc,1988.0,0.0,0.0,0.0
10122,ecolab inc,1989.0,0.0,0.0,0.0
10123,ecolab inc,1990.0,0.0,0.0,0.0
10124,ecolab inc,1991.0,0.0,0.0,0.0
10125,ecolab inc,1992.0,0.0,0.0,0.0
10126,ecolab inc,1993.0,0.0,0.0,0.0
10127,ecolab inc,1994.0,0.0,0.0,0.0
10128,ecolab inc,1995.0,0.0,0.0,0.0
10129,ecolab inc,1996.0,0.0,0.0,0.0
10130,ecolab inc,1997.0,0.0,0.0,0.0
10131,ecolab inc,1998.0,0.0,0.0,0.0
10132,ecolab inc,1999.0,0.0,0.0,0.0
10133,ecolab inc,2000.0,0.0,0.0,0.0
10134,ecolab inc,2001.0,0.0,0.0,0.0
10135,ecolab inc,2003.0,0.0,0.0,0.0
10136,ecolab inc,2006.0,0.0,0.0,0.0
10137,emerson electric co,1980.0,0.0,0.0,0.0
10138,emerson electric co,1981.0,0.0,0.0,0.0
10139,emerson electric co,1982.0,0.0,0.0,0.0
10140,emerson electric co,1983.0,0.0,0.0,0.0
10141,emerson electric co,1984.0,0.0,0.0,0.0
10142,emerson electric co,1985.0,0.0,0.0,0.0
10143,emerson electric co,1987.0,0.0,0.0,0.0
10144,emerson electric co,1988.0,0.0,0.0,0.0
10145,emerson electric co,1989.0,0.0,0.0,0.0
10146,emerson electric co,1990.0,0.0,0.0,0.0
10147,emerson electric co,1991.0,0.0,0.0,0.0
10148,emerson electric co,1998.0,0.0,0.0,0.0
10149,emerson electric co,2000.0,0.0,0.0,0.0
10150,emerson electric co,2001.0,0.0,0.0,0.0
10151,emerson electric co,2003.0,0.0,0.0,0.0
10152,emerson electric co,2006.0,0.0,0.0,0.0
10153,emerson electric co,2008.0,0.0,0.0,0.0
10154,emerson electric co,2010.0,0.0,0.0,0.0
10155,emerson electric co,2012.0,0.0,0.0,0.0
10156,emerson electric co,2015.0,0.0,0.0,0.0
10157,emerson electric co,2016.0,0.0,0.0,0.0
10158,emerson electric co,2019.0,0.0,0.0,0.0
10159,emerson electric co,2020.0,0.0,0.0,0.0
10160,emerson electric co,2022.0,0.0,0.0,0.0
10161,emerson electric co,2023.0,0.0,0.0,0.0
10162,eqt corp,1980.0,0.0,,
10163,eqt corp,1981.0,0.0,,
10164,eqt corp,1982.0,0.0,,
10165,eqt corp,1983.0,0.0,,
10166,eqt corp,1984.0,0.0,,
10167,eqt corp,1985.0,0.0,,
10168,eqt corp,1986.0,0.0,,
10169,eqt corp,1987.0,0.0,,
10170,eqt corp,1988.0,0.0,,
10171,eqt corp,1989.0,0.0,,
10172,eqt corp,1990.0,0.0,,
10173,eqt corp,1991.0,0.0,,
10174,eqt corp,1992.0,0.0,,
10175,eqt corp,1993.0,0.0,,
10176,eqt corp,1994.0,0.0,,
10177,eqt corp,1995.0,0.0,,
10178,eqt corp,1996.0,0.0,,
10179,eqt corp,1997.0,0.0,,
10180,eqt corp,1998.0,0.0,,
10181,eqt corp,1999.0,0.0,0.0,0.0
10182,eqt corp,2000.0,0.0,0.0,0.0
10183,eqt corp,2001.0,0.0,0.0,0.0
10184,eqt corp,2002.0,0.0,0.0,0.0
10185,eqt corp,2003.0,0.0,0.0,0.0
10186,eqt corp,2004.0,0.0,0.0,0.0
10187,eqt corp,2005.0,0.0,0.0,0.0
10188,eqt corp,2006.0,0.0,0.0,0.0
10189,eqt corp,2007.0,0.0,0.0,0.0
10190,eqt corp,2008.0,0.0,0.0,0.0
10191,eqt corp,2009.0,0.0,0.0,0.0
10192,eqt corp,2010.0,0.0,0.0,0.0
10193,eqt corp,2011.0,0.0,0.0,0.0
10194,eqt corp,2012.0,0.0,0.0,0.0
10195,eqt corp,2013.0,0.0,0.0,0.0
10196,eqt corp,2014.0,0.0,0.0,0.0
10197,eqt corp,2015.0,0.0,0.0,0.0
10198,eqt corp,2016.0,0.0,0.0,0.0
10199,eqt corp,2017.0,0.0,0.0,0.0
10200,eqt corp,2018.0,0.0,0.0,0.0
10201,eqt corp,2020.0,0.0,0.0,0.0
10202,expeditors intl wash inc,1984.0,0.0,0.0,0.0
10203,expeditors intl wash inc,1985.0,0.0,0.0,0.0
10204,expeditors intl wash inc,1986.0,0.0,0.0,0.0
10205,expeditors intl wash inc,1987.0,0.0,0.0,0.0
10206,expeditors intl wash inc,1988.0,0.0,0.0,0.0
10207,expeditors intl wash inc,1989.0,0.0,0.0,0.0
10208,expeditors intl wash inc,1990.0,0.0,0.0,0.0
10209,expeditors intl wash inc,1991.0,0.0,0.0,0.0
10210,expeditors intl wash inc,1992.0,0.0,0.0,0.0
10211,expeditors intl wash inc,1993.0,0.0,0.0,0.0
10212,expeditors intl wash inc,1994.0,0.0,0.0,0.0
10213,expeditors intl wash inc,1995.0,0.0,0.0,0.0
10214,expeditors intl wash inc,1996.0,0.0,0.0,0.0
10215,expeditors intl wash inc,1997.0,0.0,0.0,0.0
10216,expeditors intl wash inc,1998.0,0.0,0.0,0.0
10217,expeditors intl wash inc,1999.0,0.0,0.0,0.0
10218,expeditors intl wash inc,2000.0,0.0,0.0,0.0
10219,expeditors intl wash inc,2001.0,0.0,0.0,0.0
10220,expeditors intl wash inc,2002.0,0.0,0.0,0.0
10221,expeditors intl wash inc,2003.0,0.0,0.0,0.0
10222,expeditors intl wash inc,2004.0,0.0,0.0,0.0
10223,expeditors intl wash inc,2005.0,0.0,0.0,0.0
10224,expeditors intl wash inc,2006.0,0.0,0.0,0.0
10225,expeditors intl wash inc,2007.0,0.0,0.0,0.0
10226,expeditors intl wash inc,2008.0,0.0,0.0,0.0
10227,expeditors intl wash inc,2009.0,0.0,0.0,0.0
10228,expeditors intl wash inc,2010.0,0.0,0.0,0.0
10229,expeditors intl wash inc,2011.0,0.0,0.0,0.0
10230,expeditors intl wash inc,2012.0,0.0,0.0,0.0
10231,expeditors intl wash inc,2013.0,0.0,0.0,0.0
10232,expeditors intl wash inc,2014.0,0.0,0.0,0.0
10233,expeditors intl wash inc,2015.0,0.0,0.0,0.0
10234,expeditors intl wash inc,2016.0,0.0,0.0,0.0
10235,expeditors intl wash inc,2017.0,0.0,0.0,0.0
10236,expeditors intl wash inc,2018.0,0.0,0.0,0.0
10237,expeditors intl wash inc,2019.0,0.0,0.0,0.0
10238,expeditors intl wash inc,2021.0,0.0,0.0,0.0
10239,expeditors intl wash inc,2022.0,0.0,0.0,0.0
10240,exxon mobil corp,1980.0,0.0,0.0,0.0
10241,exxon mobil corp,1981.0,0.0,0.0,0.0
10242,exxon mobil corp,1982.0,0.0,0.0,0.0
10243,exxon mobil corp,1983.0,0.0,0.0,0.0
10244,exxon mobil corp,1984.0,0.0,0.0,0.0
10245,exxon mobil corp,1985.0,0.0,0.0,0.0
10246,exxon mobil corp,1986.0,0.0,0.0,0.0
10247,exxon mobil corp,1987.0,0.0,0.0,0.0
10248,exxon mobil corp,1988.0,0.0,0.0,0.0
10249,exxon mobil corp,1990.0,0.0,0.0,0.0
10250,exxon mobil corp,1991.0,0.0,0.0,0.0
10251,exxon mobil corp,1992.0,0.0,0.0,0.0
10252,exxon mobil corp,1993.0,0.0,0.0,0.0
10253,exxon mobil corp,1994.0,0.0,0.0,0.0
10254,exxon mobil corp,1995.0,0.0,0.0,0.0
10255,exxon mobil corp,1996.0,0.0,0.0,0.0
10256,exxon mobil corp,1997.0,0.0,0.0,0.0
10257,exxon mobil corp,1998.0,0.0,0.0,0.0
10258,nextera energy inc,1980.0,0.0,,
10259,nextera energy inc,1981.0,0.0,,
10260,nextera energy inc,1982.0,0.0,,
10261,nextera energy inc,1983.0,0.0,,
10262,nextera energy inc,1984.0,0.0,,
10263,nextera energy inc,1985.0,0.0,,
10264,nextera energy inc,1986.0,0.0,,
10265,nextera energy inc,1987.0,0.0,,
10266,nextera energy inc,1988.0,0.0,,
10267,nextera energy inc,1989.0,0.0,,
10268,nextera energy inc,1990.0,0.0,,
10269,nextera energy inc,1991.0,0.0,,
10270,nextera energy inc,1992.0,0.0,,
10271,nextera energy inc,1993.0,0.0,,
10272,nextera energy inc,1994.0,0.0,,
10273,nextera energy inc,1995.0,0.0,,
10274,nextera energy inc,1996.0,0.0,,
10275,nextera energy inc,1997.0,0.0,,
10276,nextera energy inc,1998.0,0.0,,
10277,nextera energy inc,1999.0,0.0,,
10278,nextera energy inc,2000.0,0.0,,
10279,nextera energy inc,2001.0,0.0,,
10280,nextera energy inc,2002.0,0.0,,
10281,nextera energy inc,2003.0,0.0,,
10282,nextera energy inc,2004.0,0.0,,
10283,nextera energy inc,2005.0,0.0,,
10284,nextera energy inc,2006.0,0.0,,
10285,nextera energy inc,2007.0,0.0,,
10286,nextera energy inc,2008.0,0.0,,
10287,nextera energy inc,2009.0,0.0,,
10288,nextera energy inc,2010.0,0.0,0.0,
10289,nextera energy inc,2011.0,0.0,0.0,
10290,nextera energy inc,2012.0,0.0,0.0,
10291,nextera energy inc,2013.0,0.0,0.0,
10292,nextera energy inc,2014.0,0.0,0.0,
10293,nextera energy inc,2015.0,0.0,0.0,
10294,nextera energy inc,2016.0,0.0,0.0,
10295,nextera energy inc,2017.0,0.0,0.0,
10296,nextera energy inc,2018.0,0.0,0.0,
10297,nextera energy inc,2019.0,0.0,0.0,
10298,nextera energy inc,2020.0,0.0,0.0,
10299,nextera energy inc,2021.0,0.0,0.0,
10300,nextera energy inc,2022.0,0.0,0.0,
10301,fedex corp,1980.0,0.0,,
10302,fedex corp,1981.0,0.0,,
10303,fedex corp,1982.0,0.0,,
10304,fedex corp,1983.0,0.0,,
10305,fedex corp,1984.0,0.0,0.0,0.0
10306,fedex corp,1985.0,0.0,0.0,0.0
10307,fedex corp,1986.0,0.0,0.0,0.0
10308,fedex corp,1987.0,0.0,0.0,0.0
10309,fedex corp,1988.0,0.0,0.0,0.0
10310,fedex corp,1989.0,0.0,0.0,0.0
10311,fedex corp,1990.0,0.0,0.0,0.0
10312,fedex corp,1991.0,0.0,0.0,0.0
10313,fedex corp,1992.0,0.0,0.0,0.0
10314,fedex corp,1993.0,0.0,0.0,0.0
10315,fedex corp,1994.0,0.0,0.0,0.0
10316,fedex corp,1995.0,0.0,0.0,0.0
10317,fedex corp,1996.0,0.0,0.0,0.0
10318,fedex corp,1997.0,0.0,0.0,0.0
10319,federal national mortga assn,1980.0,0.0,,
10320,federal national mortga assn,1981.0,0.0,,
10321,federal national mortga assn,1982.0,0.0,,
10322,federal national mortga assn,1982.0,0.0,,
10323,federal national mortga assn,1982.0,0.0,,
10324,federal national mortga assn,1982.0,0.0,,
10325,federal national mortga assn,1983.0,0.0,,
10326,federal national mortga assn,1983.0,0.0,,
10327,federal national mortga assn,1983.0,0.0,,
10328,federal national mortga assn,1983.0,0.0,,
10329,federal national mortga assn,1984.0,0.0,,
10330,federal national mortga assn,1984.0,0.0,,
10331,federal national mortga assn,1984.0,0.0,,
10332,federal national mortga assn,1984.0,0.0,,
10333,federal national mortga assn,1985.0,0.0,,
10334,federal national mortga assn,1985.0,0.0,,
10335,federal national mortga assn,1985.0,0.0,,
10336,federal national mortga assn,1985.0,0.0,,
10337,federal national mortga assn,1986.0,0.0,,
10338,federal national mortga assn,1986.0,0.0,,
10339,federal national mortga assn,1986.0,0.0,,
10340,federal national mortga assn,1986.0,0.0,,
10341,federal national mortga assn,1987.0,0.0,,
10342,federal national mortga assn,1987.0,0.0,,
10343,federal national mortga assn,1987.0,0.0,,
10344,federal national mortga assn,1987.0,0.0,,
10345,federal national mortga assn,1988.0,0.0,,
10346,federal national mortga assn,1988.0,0.0,,
10347,federal national mortga assn,1988.0,0.0,,
10348,federal national mortga assn,1988.0,0.0,,
10349,federal national mortga assn,1989.0,0.0,,
10350,federal national mortga assn,1989.0,0.0,,
10351,federal national mortga assn,1989.0,0.0,,
10352,federal national mortga assn,1989.0,0.0,,
10353,federal national mortga assn,1990.0,0.0,,
10354,federal national mortga assn,1990.0,0.0,,
10355,federal national mortga assn,1990.0,0.0,,
10356,federal national mortga assn,1990.0,0.0,,
10357,federal national mortga assn,1991.0,0.0,,
10358,federal national mortga assn,1991.0,0.0,,
10359,federal national mortga assn,1991.0,0.0,,
10360,federal national mortga assn,1991.0,0.0,,
10361,federal national mortga assn,1992.0,0.0,,
10362,federal national mortga assn,1992.0,0.0,,
10363,federal national mortga assn,1992.0,0.0,,
10364,federal national mortga assn,1992.0,0.0,,
10365,federal national mortga assn,1993.0,0.0,,
10366,federal national mortga assn,1993.0,0.0,,
10367,federal national mortga assn,1993.0,0.0,,
10368,federal national mortga assn,1993.0,0.0,,
10369,federal national mortga assn,1994.0,0.0,,
10370,federal national mortga assn,1994.0,0.0,,
10371,federal national mortga assn,1994.0,0.0,,
10372,federal national mortga assn,1994.0,0.0,,
10373,federal national mortga assn,1995.0,0.0,,
10374,federal national mortga assn,1995.0,0.0,,
10375,federal national mortga assn,1995.0,0.0,,
10376,federal national mortga assn,1995.0,0.0,,
10377,federal national mortga assn,1996.0,0.0,,
10378,federal national mortga assn,1996.0,0.0,,
10379,federal national mortga assn,1996.0,0.0,,
10380,federal national mortga assn,1996.0,0.0,,
10381,federal national mortga assn,1997.0,0.0,,
10382,federal national mortga assn,1997.0,0.0,,
10383,federal national mortga assn,1997.0,0.0,,
10384,federal national mortga assn,1997.0,0.0,,
10385,federal national mortga assn,1998.0,0.0,,
10386,federal national mortga assn,1998.0,0.0,,
10387,federal national mortga assn,1998.0,0.0,,
10388,federal national mortga assn,1998.0,0.0,,
10389,federal national mortga assn,1999.0,0.0,,
10390,federal national mortga assn,1999.0,0.0,,
10391,federal national mortga assn,1999.0,0.0,,
10392,federal national mortga assn,1999.0,0.0,,
10393,federal national mortga assn,2000.0,0.0,,
10394,federal national mortga assn,2000.0,0.0,,
10395,federal national mortga assn,2000.0,0.0,,
10396,federal national mortga assn,2000.0,0.0,,
10397,federal national mortga assn,2001.0,0.0,,
10398,federal national mortga assn,2001.0,0.0,,
10399,federal national mortga assn,2001.0,0.0,,
10400,federal national mortga assn,2001.0,0.0,,
10401,federal national mortga assn,2002.0,0.0,,
10402,federal national mortga assn,2002.0,0.0,,
10403,federal national mortga assn,2002.0,0.0,,
10404,federal national mortga assn,2002.0,0.0,,
10405,federal national mortga assn,2003.0,0.0,,
10406,federal national mortga assn,2003.0,0.0,,
10407,federal national mortga assn,2003.0,0.0,,
10408,federal national mortga assn,2003.0,0.0,,
10409,federal national mortga assn,2004.0,0.0,,
10410,federal national mortga assn,2004.0,0.0,,
10411,federal national mortga assn,2004.0,0.0,,
10412,federal national mortga assn,2004.0,0.0,,
10413,federal national mortga assn,2005.0,0.0,,
10414,federal national mortga assn,2005.0,0.0,,
10415,federal national mortga assn,2005.0,0.0,,
10416,federal national mortga assn,2005.0,0.0,,
10417,federal national mortga assn,2006.0,0.0,,
10418,federal national mortga assn,2006.0,0.0,,
10419,federal national mortga assn,2006.0,0.0,,
10420,federal national mortga assn,2006.0,0.0,,
10421,federal national mortga assn,2007.0,0.0,,
10422,federal national mortga assn,2007.0,0.0,,
10423,federal national mortga assn,2007.0,0.0,,
10424,federal national mortga assn,2007.0,0.0,,
10425,federal national mortga assn,2008.0,0.0,,
10426,federal national mortga assn,2008.0,0.0,,
10427,federal national mortga assn,2008.0,0.0,,
10428,federal national mortga assn,2008.0,0.0,,
10429,federal national mortga assn,2009.0,0.0,,
10430,federal national mortga assn,2009.0,0.0,,
10431,federal national mortga assn,2009.0,0.0,,
10432,federal national mortga assn,2009.0,0.0,,
10433,federal national mortga assn,2010.0,0.0,,
10434,federal national mortga assn,2010.0,0.0,,
10435,federal national mortga assn,2010.0,0.0,,
10436,federal national mortga assn,2010.0,0.0,,
10437,federal national mortga assn,2011.0,0.0,,
10438,federal national mortga assn,2011.0,0.0,,
10439,federal national mortga assn,2011.0,0.0,,
10440,federal national mortga assn,2011.0,0.0,,
10441,federal national mortga assn,2012.0,0.0,,
10442,federal national mortga assn,2012.0,0.0,,
10443,federal national mortga assn,2012.0,0.0,,
10444,federal national mortga assn,2012.0,0.0,,
10445,federal national mortga assn,2013.0,0.0,,
